age_group,category,n,total,prop,fi,lb,meas,source,sex,country,old_category
"[40,45)",Activity limitation,50353,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[40,45)",Activity limitation,50353,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[45,50)",Activity limitation,51196,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[45,50)",Activity limitation,51196,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[50,55)",Activity limitation,53152,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[50,55)",Activity limitation,53152,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[55,60)",Activity limitation,47543,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[55,60)",Activity limitation,47543,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[60,65)",Activity limitation,43308,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[60,65)",Activity limitation,43308,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[65,70)",Activity limitation,40959,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[65,70)",Activity limitation,40959,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[70,75)",Activity limitation,37263,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[70,75)",Activity limitation,37263,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[75,80)",Activity limitation,31636,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[75,80)",Activity limitation,31636,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[80,100]",Activity limitation,62998,0,0,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[80,100]",Activity limitation,62998,0,0,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,DuraMed
"[40,45)",Activity limitation,55073,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[40,45)",Activity limitation,55073,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[45,50)",Activity limitation,54579,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[45,50)",Activity limitation,54579,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[50,55)",Activity limitation,56368,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[50,55)",Activity limitation,56368,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[55,60)",Activity limitation,51650,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[55,60)",Activity limitation,51650,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[60,65)",Activity limitation,46185,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[60,65)",Activity limitation,46185,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[65,70)",Activity limitation,42604,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[65,70)",Activity limitation,42604,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[70,75)",Activity limitation,36058,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[70,75)",Activity limitation,36058,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[75,80)",Activity limitation,28999,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[75,80)",Activity limitation,28999,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[80,100]",Activity limitation,42531,0,0,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[80,100]",Activity limitation,42531,0,0,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,DuraMed
"[40,45)",Activity limitation,353147,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[40,45)",Activity limitation,353147,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[45,50)",Activity limitation,390736,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[45,50)",Activity limitation,390736,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[50,55)",Activity limitation,395711,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[50,55)",Activity limitation,395711,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[55,60)",Activity limitation,359165,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[55,60)",Activity limitation,359165,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[60,65)",Activity limitation,336935,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[60,65)",Activity limitation,336935,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[65,70)",Activity limitation,328897,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[65,70)",Activity limitation,328897,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[70,75)",Activity limitation,271880,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[70,75)",Activity limitation,271880,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[75,80)",Activity limitation,223491,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[75,80)",Activity limitation,223491,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[80,100]",Activity limitation,376041,0,0,vafi,1-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[80,100]",Activity limitation,376041,0,0,vafi,3-year lookback,no,IMRD - THIN,All,UK,DuraMed
"[40,45)",Activity limitation,183841,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[40,45)",Activity limitation,183841,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[45,50)",Activity limitation,202984,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[45,50)",Activity limitation,202984,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[50,55)",Activity limitation,203977,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[50,55)",Activity limitation,203977,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[55,60)",Activity limitation,182586,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[55,60)",Activity limitation,182586,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[60,65)",Activity limitation,170565,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[60,65)",Activity limitation,170565,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[65,70)",Activity limitation,166487,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[65,70)",Activity limitation,166487,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[70,75)",Activity limitation,140385,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[70,75)",Activity limitation,140385,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[75,80)",Activity limitation,119257,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[75,80)",Activity limitation,119257,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[80,100]",Activity limitation,228084,0,0,vafi,1-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[80,100]",Activity limitation,228084,0,0,vafi,3-year lookback,no,IMRD - THIN,Female,UK,DuraMed
"[40,45)",Activity limitation,169306,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[40,45)",Activity limitation,169306,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[45,50)",Activity limitation,187752,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[45,50)",Activity limitation,187752,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[50,55)",Activity limitation,191734,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[50,55)",Activity limitation,191734,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[55,60)",Activity limitation,176579,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[55,60)",Activity limitation,176579,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[60,65)",Activity limitation,166370,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[60,65)",Activity limitation,166370,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[65,70)",Activity limitation,162410,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[65,70)",Activity limitation,162410,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[70,75)",Activity limitation,131495,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[70,75)",Activity limitation,131495,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[75,80)",Activity limitation,104234,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[75,80)",Activity limitation,104234,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[80,100]",Activity limitation,147957,0,0,vafi,1-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[80,100]",Activity limitation,147957,0,0,vafi,3-year lookback,no,IMRD - THIN,Male,UK,DuraMed
"[40,45)",Activity limitation,596638,1828,0.00306383435181802,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[45,50)",Activity limitation,610663,2835,0.0046424951241519465,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[50,55)",Activity limitation,657697,4545,0.006910477012971018,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[55,60)",Activity limitation,702585,7450,0.010603699196538497,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[60,65)",Activity limitation,698925,10017,0.014332009872303896,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[65,70)",Activity limitation,574070,12770,0.022244673994460607,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[70,75)",Activity limitation,439984,13499,0.030680661114949635,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[75,80)",Activity limitation,335448,13669,0.0407484915694832,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[80,100]",Activity limitation,483547,33487,0.06925283374728827,vafi,1-year lookback,no,Pharmetrics+,All,US,DuraMed
"[40,45)",Activity limitation,310989,1025,0.0032959365122239,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[45,50)",Activity limitation,319703,1562,0.00488578461884937,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[50,55)",Activity limitation,343985,2556,0.0074305565649665,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[55,60)",Activity limitation,368232,4137,0.0112347650394317,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[60,65)",Activity limitation,369056,5578,0.0151142374057054,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[65,70)",Activity limitation,305014,7302,0.0239398847266027,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[70,75)",Activity limitation,240750,7965,0.0330841121495327,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[75,80)",Activity limitation,184852,8101,0.0438242485880596,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[80,100]",Activity limitation,292955,21774,0.0743254083391647,vafi,1-year lookback,no,Pharmetrics+,Female,US,DuraMed
"[40,45)",Activity limitation,285649,803,0.00281114234602607,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[45,50)",Activity limitation,290960,1273,0.00437517184492714,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[50,55)",Activity limitation,313712,1989,0.00634021012903555,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[55,60)",Activity limitation,334353,3313,0.00990868931937204,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[60,65)",Activity limitation,329869,4439,0.0134568571160067,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[65,70)",Activity limitation,269056,5468,0.020322906755471,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[70,75)",Activity limitation,199234,5534,0.0277763835489926,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[75,80)",Activity limitation,150596,5568,0.0369730935748625,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[80,100]",Activity limitation,190592,11713,0.0614558848220282,vafi,1-year lookback,no,Pharmetrics+,Male,US,DuraMed
"[40,45)",Activity limitation,12939,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[40,45)",Activity limitation,12939,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[45,50)",Activity limitation,25688,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[45,50)",Activity limitation,25688,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[50,55)",Activity limitation,30010,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[50,55)",Activity limitation,30010,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[55,60)",Activity limitation,35548,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[55,60)",Activity limitation,35548,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[60,65)",Activity limitation,48759,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[60,65)",Activity limitation,48759,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[65,70)",Activity limitation,43159,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[65,70)",Activity limitation,43159,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[70,75)",Activity limitation,11099,0,0,vafi,1-year lookback,no,UK BioBank,All,UK,DuraMed
"[70,75)",Activity limitation,11099,0,0,vafi,3-year lookback,no,UK BioBank,All,UK,DuraMed
"[40,45)",Activity limitation,7047,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[40,45)",Activity limitation,7047,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[45,50)",Activity limitation,14464,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[45,50)",Activity limitation,14464,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[50,55)",Activity limitation,17401,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[50,55)",Activity limitation,17401,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[55,60)",Activity limitation,20274,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[55,60)",Activity limitation,20274,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[60,65)",Activity limitation,27154,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[60,65)",Activity limitation,27154,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[65,70)",Activity limitation,22406,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[65,70)",Activity limitation,22406,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[70,75)",Activity limitation,5638,0,0,vafi,1-year lookback,no,UK BioBank,Female,UK,DuraMed
"[70,75)",Activity limitation,5638,0,0,vafi,3-year lookback,no,UK BioBank,Female,UK,DuraMed
"[40,45)",Activity limitation,5892,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[40,45)",Activity limitation,5892,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[45,50)",Activity limitation,11224,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[45,50)",Activity limitation,11224,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[50,55)",Activity limitation,12609,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[50,55)",Activity limitation,12609,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[55,60)",Activity limitation,15274,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[55,60)",Activity limitation,15274,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[60,65)",Activity limitation,21605,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[60,65)",Activity limitation,21605,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[65,70)",Activity limitation,20753,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[65,70)",Activity limitation,20753,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[70,75)",Activity limitation,5461,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,DuraMed
"[70,75)",Activity limitation,5461,0,0,vafi,3-year lookback,no,UK BioBank,Male,UK,DuraMed
"[40,45)",Anemia,14626,1404,0.09599343634623274,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[45,50)",Anemia,15913,1702,0.10695657638408848,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[50,55)",Anemia,19613,1948,0.099321878345995,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[55,60)",Anemia,23709,2217,0.09350879412881184,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[60,65)",Anemia,23922,2377,0.09936460162193797,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[65,70)",Anemia,22783,2496,0.10955537023219067,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[70,75)",Anemia,19039,2273,0.11938652240138663,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[75,80)",Anemia,11535,1546,0.1340268747290854,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[80,100]",Anemia,8581,1445,0.16839529192401817,vafi,1-year lookback,no,All of Us,All,US,Anemia
"[40,45)",Anemia,9944,1108,0.111423974255833,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[45,50)",Anemia,10419,1234,0.118437470006718,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[50,55)",Anemia,12562,1341,0.10675051743353,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[55,60)",Anemia,14769,1407,0.0952671135486492,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[60,65)",Anemia,14518,1421,0.0978784956605593,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[65,70)",Anemia,13734,1484,0.108053007135576,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[70,75)",Anemia,10854,1293,0.119126589275843,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[75,80)",Anemia,6307,811,0.128587283970192,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[80,100]",Anemia,4551,714,0.156888595912986,vafi,1-year lookback,no,All of Us,Female,US,Anemia
"[40,45)",Anemia,4682,296,0.0632208457923964,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[45,50)",Anemia,5494,468,0.085183836912996,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[50,55)",Anemia,7051,607,0.0860870798468302,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[55,60)",Anemia,8940,810,0.0906040268456376,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[60,65)",Anemia,9404,956,0.101658868566567,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[65,70)",Anemia,9049,1012,0.111835561940546,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[70,75)",Anemia,8185,980,0.119731215638363,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[75,80)",Anemia,5228,735,0.140589135424637,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[80,100]",Anemia,4030,731,0.181389578163772,vafi,1-year lookback,no,All of Us,Male,US,Anemia
"[40,45)",Anemia,105426,1042,0.009883709900783489,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[40,45)",Anemia,105426,2087,0.01979587578016808,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[45,50)",Anemia,105775,1203,0.011373197825573151,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[45,50)",Anemia,105775,2414,0.022822027889387853,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[50,55)",Anemia,109520,1015,0.009267713659605551,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[50,55)",Anemia,109520,2251,0.020553323593864133,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[55,60)",Anemia,99193,799,0.00805500388132227,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[55,60)",Anemia,99193,1614,0.016271309467401934,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[60,65)",Anemia,89493,916,0.010235437408512398,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[60,65)",Anemia,89493,1710,0.019107639703663973,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[65,70)",Anemia,83563,1202,0.01438435671289925,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[65,70)",Anemia,83563,2297,0.027488242403934757,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[70,75)",Anemia,73321,1667,0.022735641903411027,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[70,75)",Anemia,73321,2943,0.04013856875929134,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[75,80)",Anemia,60635,1960,0.03232456502020285,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[75,80)",Anemia,60635,3529,0.058200709161375444,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[80,100]",Anemia,105529,5178,0.0490670810867155,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[80,100]",Anemia,105529,9400,0.08907504098399492,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anemia
"[40,45)",Anemia,50353,902,0.0179135304748476,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[40,45)",Anemia,50353,1824,0.0362242567473636,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[45,50)",Anemia,51196,1016,0.0198453004140949,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[45,50)",Anemia,51196,2070,0.0404328463161184,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[50,55)",Anemia,53152,787,0.0148065924142083,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[50,55)",Anemia,53152,1781,0.0335076760987357,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[55,60)",Anemia,47543,472,0.00992785478409019,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[55,60)",Anemia,47543,1003,0.0210966914161917,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[60,65)",Anemia,43308,489,0.0112912164034359,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[60,65)",Anemia,43308,917,0.0211739170592038,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[65,70)",Anemia,40959,625,0.015259161600625,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[65,70)",Anemia,40959,1204,0.029395248907444,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[70,75)",Anemia,37263,824,0.0221130880498081,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[70,75)",Anemia,37263,1459,0.039154120709551,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[75,80)",Anemia,31636,986,0.0311670249083323,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[75,80)",Anemia,31636,1791,0.0566127196864332,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[80,100]",Anemia,62998,2849,0.0452236578939014,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[80,100]",Anemia,62998,5261,0.0835105876377028,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anemia
"[40,45)",Anemia,55073,140,0.00254208051132134,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[40,45)",Anemia,55073,263,0.00477547981769651,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[45,50)",Anemia,54579,187,0.00342622620421774,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[45,50)",Anemia,54579,344,0.00630279045053958,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[50,55)",Anemia,56368,228,0.0040448481407891,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[50,55)",Anemia,56368,470,0.00833806414987227,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[55,60)",Anemia,51650,327,0.00633107454017425,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[55,60)",Anemia,51650,611,0.0118296224588577,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[60,65)",Anemia,46185,427,0.00924542600411389,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[60,65)",Anemia,46185,793,0.0171700768647829,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[65,70)",Anemia,42604,577,0.0135433292648578,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[65,70)",Anemia,42604,1093,0.0256548680875035,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[70,75)",Anemia,36058,843,0.0233790004991957,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[70,75)",Anemia,36058,1484,0.0411559154695213,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[75,80)",Anemia,28999,974,0.0335873650815545,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[75,80)",Anemia,28999,1738,0.0599331011414187,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[80,100]",Anemia,42531,2329,0.0547600573699184,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[80,100]",Anemia,42531,4139,0.0973172509463685,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anemia
"[40,45)",Anemia,353147,1885,0.005337720552631057,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[40,45)",Anemia,353147,4268,0.012085618736673397,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[45,50)",Anemia,390736,2522,0.006454485893288563,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[45,50)",Anemia,390736,5433,0.013904528889070882,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[50,55)",Anemia,395711,2169,0.005481272949197773,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[50,55)",Anemia,395711,5186,0.013105523980885039,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[55,60)",Anemia,359165,1692,0.004710926732838667,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
